park_name,park_code,State,Latitude,Longitude,Acres,category,common_names,scientific_name,observations,conservation_status
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Northern Bobwhite,Colinus virginianus,83,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Purple Chokeberry Hybrid,Aronia X prunifolia,229,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Arrow Thelypody, Slender Thelypody",Thelypodium sagittatum,67,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Hophornbeam,Ostrya,91,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Reptile,Northern Pacific Rattlesnake,Crotalus oreganus oreganus,59,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Rattail Fescue,Vulpia myuros,152,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Foxtail Fescue, Rattail Fescue, Rat-Tail Fescue, Rat-Tailed Fescue",Vulpia myuros,152,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Early Lowbush Blueberry, Pale Lowbush Blueberry",Vaccinium pallidum,140,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Eastern Marsh Fern,Thelypteris palustris var. pubescens,247,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Stiff Clubmoss,Lycopodium annotinum,255,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Clubmoss, Stiff Club Moss, Stiff Clubmoss",Lycopodium annotinum,255,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Streambank Bird's-Foot Trefoil, Streambank Trefoil",Lotus oblongifolius var. oblongifolius,95,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Common Sandweed, Dwarf Anthysanus",Athysanus pusillus,257,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Narrowleaf Mountaintrumpet, Narrow-Leaf Mountain-Trumpet, Slenderleaf Collomia, Tiny Trumpet",Collomia linearis,164,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Northern Flicker,Colaptes auratus,93,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Yellow Goat's-Beard, Yellow Goatsbeard",Tragopogon pratensis,90,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Reptile,Queen Snake,Regina septemvittata,210,Species of Concern
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Mountain Lady's Slipper, Mountain Ladyslipper",Cypripedium montanum,252,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Hollyleaf Redberry,Rhamnus ilicifolia,111,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Nonvascular Plant,Zygodon Moss,Zygodon viridissimus var. rupestris,237,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,"Common Porcupine, Porcupine",Erethizon dorsatum,126,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,Porcupine,Erethizon dorsatum,126,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Tweedy Willow, Tweedy's Willow",Salix tweedyi,129,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"A Bramble, Black Raspberry",Rubus occidentalis,255,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Blackjack Oak,Quercus marilandica,248,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,San Diego Raspberry,Rubus glaucifolius,160,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Northern Mannagrass, Small Floating Manna Grass, Small Floating Mannagrass",Glyceria borealis,67,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Common Gaillardia, Gaillardia, Great Blanket-Flower",Gaillardia aristata,58,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Winged Elm,Ulmus alata,121,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Eaton's Daisy, Eaton's Fleabane",Erigeron eatonii var. eatonii,181,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Christmas Fern,Polystichum acrostichoides,135,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Large-Seeded Forget-Me-Not,Myosotis macrosperma,141,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Deltoid Balsamroot,Balsamorhiza deltoidea,121,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Broadleaf Arrowhead, Common Arrowhead, Duck-Potato, Wapato",Sagittaria latifolia,45,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Side-Flower Miterwort, Smallflower Miterwort, Starry Miterwort",Mitella stauropetala,231,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Chinese Caps, Chinesecaps",Euphorbia crenulata,120,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Nonvascular Plant,Magellan's Sphagnum,Sphagnum magellanicum,245,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Knotweed,Polygonum amphibium var. emersum,200,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Colored Smartweed, Devil's Shoestring, Longroot Smartweed, Swamp Smartweed, Tanweed",Polygonum amphibium var. emersum,200,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Common Juniper, Dwarf Juniper",Juniperus communis,107,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Shining Bedstraw,Galium concinnum,143,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Bromegrass, Cheat Grass",Bromus tectorum,249,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Cheat Grass, Cheatgrass, Downy Brome, Early Chess, Military Grass, Wild Oats",Bromus tectorum,249,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Mountain Azalea,Rhododendron canescens,241,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Rosy Pussytoes, Rosy Pussy-Toes",Antennaria rosea,59,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Stiffleaf Penstemon,Penstemon aridus,137,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Red Buckeye,Aesculus pavia,49,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Hygrohypnum Moss,Hygrohypnum eugyrium,150,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Hairy Arnica, Wooly Arnica",Arnica mollis,229,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Coiled Lousewort,Pedicularis contorta var. contorta,247,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Naked Sedge,Carex nudata,261,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Skunkbush Sumac,Rhus trilobata,243,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Hollyfern, Northern Hollyfern",Polystichum lonchitis,156,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Scarlet Tanager,Piranga olivacea,22,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Oval-Leaved Violet, Three-Parted Violet",Viola tripartita,236,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Southern Hawkweed,Hieracium argutum,239,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Wavyleaf Soap Plant,Chlorogalum pomeridianum var. pomeridianum,76,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Largeflower Triteleia,Triteleia grandiflora var. grandiflora,132,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"American Bog Violet, Dog Violet",Viola conspersa,131,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Garden Asparagus-Fern, Wild Asparagus",Asparagus officinalis,94,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Asparagus, Garden Asparagus, Garden-Asparagus",Asparagus officinalis,94,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Shrubby Willowherb,Epilobium suffruticosum,142,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Bluestem Goldenrod, Wreath Goldenrod",Solidago caesia,76,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Large Leather-Root,Hoita macrostachya,187,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Lanceleaf Goldenweed, Lance-Leaf Goldenweed",Pyrrocoma lanceolata,171,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Giant Chain Fern, Giant Chainfern",Woodwardia fimbriata,90,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Whorled Milkwort,Polygala ambigua,40,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,"American Pika, Pika",Ochotona princeps,153,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,Pika,Ochotona princeps,153,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Douglas' Dustymaiden, Dusty-Maiden",Chaenactis douglasii var. douglasii,76,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,House Wren,Troglodytes aedon,263,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Limber Pine, Rocky Mountain White Pine",Pinus flexilis,96,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Sierra Starwort,Pseudostellaria sierrae,246,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Whip-Poor-Will,Caprimulgus vociferus,60,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Soap Gentian, Soapwort Gentian",Gentiana saponaria,228,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Tweedy's Fleabane,Erigeron tweedyi,104,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,"Black-Billed Magpie, Magpie",Pica hudsonia,47,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Black-Billed Magpie,Pica hudsonia,47,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Wheeler's Bluegrass,Poa wheeleri,114,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Nonvascular Plant,Liverwort,Lophocolea muricata,293,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Frank Sedge, Frank's Sedge",Carex frankii,132,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Indian Paint-Brush, Scarlet Indian-Paintbrush",Castilleja coccinea,111,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Maleberry,Lyonia ligustrina,126,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Longspur Lupine, Spurred Lupine",Lupinus arbustus,84,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"California Grass Of Parnassus, California Grass-Of-Parnassus",Parnassia californica,277,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Narrow-Leaved Black-Eyed Susan,Rudbeckia hirta var. pulcherrima,78,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Blackeyed Susan, Pinewoods Coneflower",Rudbeckia hirta var. pulcherrima,78,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Blueflower Eryngo,Eryngium integrifolium,80,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"River Wild-Rye, Wild Rye",Elymus riparius,220,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Recurved Small Limestone Moss,Seligeria recurvata,138,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Surf Scoter,Melanitta perspicillata,76,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Hairy Chokeberry, Red Chokeberry",Aronia arbutifolia,225,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Purple Fawnlily,Erythronium purpurascens,105,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Northern Bog Orchid, Northern Green Orchid",Platanthera hyperborea,66,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Ground Pine,Lycopodium hickeyi,144,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Ill-Scented Sumac, Skunkbush Sumac",Rhus aromatica var. trilobata,164,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Falkland Island Sedge, Thickhead Sedge",Carex macloviana,260,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Bazzania,Bazzania denudata,126,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Hawkweed,Hieracium X marianum,234,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Shorthair Sedge,Carex filifolia var. erostrata,157,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,"Bighorn Sheep, Bighorn Sheep",Ovis canadensis,109,Species of Concern
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Philadelphia Panic Grass,Panicum philadelphicum,256,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Pin Oak,Quercus palustris,167,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Bush Penstemon,Penstemon fruticosus,126,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Downy Serviceberry, Hairy-Leaf Shadbush",Amelanchier arborea,240,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Common Threadplant,Nemacladus capillaris,63,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Bulrush, Weakstalk Bulrush",Scirpus purshianus,101,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Fish,Chestnut Lamprey,Ichthyomyzon castaneus,281,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Smallflower Fumewort,Corydalis micrantha ssp. australis,159,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Band-Rumped Storm-Petrel,Oceanodroma castro,141,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Golden Alexanders,Zizia aptera,257,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Heartleaf Alexanders, Heart-Leaf Alexanders, Meadow Zizia, Meadowparsnip",Zizia aptera,257,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Naked Buckwheat,Eriogonum nudum var. scapigerum,255,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Mountain Laurel,Kalmia polifolia ssp. polifolia,265,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Fish,American Brook Lamprey,Lampetra appendix,132,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Amphibian,Midland Mud Salamander,Pseudotriton montanus diastictus,268,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Rock Dove,Columba livia,108,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,"Common Pigeon, Rock Dove, Rock Pigeon",Columba livia,108,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Rock Pigeon,Columba livia,108,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Yellow-Rumped Warbler,Dendroica coronata,88,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Northern Woodland Violet,Viola septentrionalis,87,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Woodland Draba, Woodland Whitlowgrass, Woods Draba",Draba nemorosa,225,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Primrose Monkeyflower, Yellow Creeping Monkey-Flower",Mimulus primuloides,109,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Hobblebush, Witchhobble",Viburnum lantanoides,110,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Common Matrimonyvine, Matrimony Vine, Matrimonyvine, Matrimony-Vine",Lycium barbarum,108,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Payson's Draba,Draba paysonii var. paysonii,175,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Larger Water-Starwort, Water Star-Wort",Callitriche heterophylla,254,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Differentleaf Waterstarwort,Callitriche heterophylla,254,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Northern Woodland Violet,Viola septentrionalis,100,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Common Camas, Small Camas",Camassia quamash,139,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Small Enchanter's Nightshade, Smaller Enchanter's-Nightshade",Circaea alpina,52,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Jim Hill Mustard, Tall Hedge-Mustard, Tall Mustard, Tall Tumblemustard, Tumble Mustard, Tumblemustard, Tumbleweed Mustard",Sisymbrium altissimum,62,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Bridges' Cliffbrake,Pellaea bridgesii,72,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Grimmia Dry Rock Moss,Grimmia pilifera,105,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Flowery Phlox, Rocky Mountain Phlox",Phlox multiflora,75,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Reptile,Midland Painted Turtle,Chrysemys picta marginata,75,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Bladder Campion,Silene vulgaris,137,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Bladder Campion, Bladder Silene, Cowbell, Maiden's Tears, Maidenstears, Maiden's-Tears, Rattleweed",Silene vulgaris,137,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Miniature Monkey-Flower, Suksdorf's Monkeyflower",Mimulus suksdorfii,51,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Cow-Cress, Field Pepper-Grass",Lepidium campestre,106,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Cream-Anther Field Pepperwort, Field Pepperweed",Lepidium campestre,106,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Northern White Violet, Smooth White Violet",Viola macloskeyi ssp. pallens,107,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Rush, Scirpus-Like Rush",Juncus scirpoides,212,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Graceful Cinquefoil, Northwest Cinquefoil, Slender Cinquefoil",Potentilla gracilis,77,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Purple Finch,Carpodacus purpureus,252,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Atrichum Moss,Atrichum angustatum,154,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Toadlily, Water Indianlettuce, Water Miner's Lettuce, Water Minerslettuce",Montia chamissoi,226,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Sulphur-Flower Buckwheat,Eriogonum umbellatum var. covillei,270,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Coral Root, Spring Coralroot",Corallorhiza wisteriana,67,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Long-Eared Owl,Asio otus,151,Species of Concern
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Mammal,Southern Flying Squirrel,Glaucomys volans,237,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Butler's Sandparsley,Ammoselinum butleri,86,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Sierra Suncup,Camissonia sierrae ssp. sierrae,136,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Mountain Tansy Mustard, Mountain Tansymustard, Mountain Tansy-Mustard",Descurainia incana,255,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Ragwort, Stinking Willie, Tansy Ragwort",Senecio jacobaea,84,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Alder Flycatcher,Empidonax alnorum,143,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Trianglelobe Moonwort, Upswept Moonwort",Botrychium ascendens,102,Species of Concern
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Nightflowering Silene,Silene noctiflora,135,
